file_name,transcribed_text,phrase
1249120_44259428_86445054.wav,My son Hrak is a big person. And he is solving and his clean side of his leg is ready. And he looks this right there.,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
1249120_44259428_95841310.wav,I could not exercise because of my pain.,I could not exercise because of my knee pain
1249120_44259428_96688403.wav,I have difficulty increasing in quality prices.,I have difficulty in breathing in crowded places.
1249120_44263136_103802215.wav,"My child has cough all night, she can sleep.","my child has cough all night, she can't sleep"
1249120_44263136_106922287.wav,I have a back pain since I turned 70 years old.,I have a back pain since I turned 70 years old.
1249120_44263136_107482610.wav,I feel like something is squeezing my lungs.,I feel like something is squeezing my lungs.
1249120_44263136_12662866.wav,I feel pain in the knee.,I feel pain in the knee
1249120_44263136_13651055.wav,My ankle joint ropes when I put pressure on my foot.,My ankle joint throbs when I put pressure on my foot.
1249120_44263136_15762375.wav,I always feel like I have menstrual pains even if I don't have my period.,I always feel like I have menstrual pains even if I don't have my period.
1249120_44263136_18526428.wav,In the high school I had a lot of acne.,In highschool I had a lot of acne.
1249120_44263136_22818184.wav,I have a red rush that is itching on my skin.,I have a red rash that is itchy on my skin
1249120_44263136_25998544.wav,I have pain like needles in my joints.,i have pain like needles in my joints.
1249120_44263136_26194304.wav,My food had been aging since last Tuesday.,My foot had been aching since last Tuesday.
1249120_44263136_28094510.wav,I couldn't stop shaking or unclinch my jaw. That's how cold I was.,"I couldn't stop shaking or unclench my jaw, that's how cold I was."
1249120_44263136_30518887.wav,Long jutuzin all burning line across back with heart-piratory movements.,longitudinal burning line across back with hard respiratory movements
1249120_44263136_31607750.wav,I feel like you know my insides.,I feel aching on my insides.
1249120_44263136_34327747.wav,My hair always falls out and I have lost a lot of hair.,My hair always falls out and i have lost a lot of hair lately
1249120_44263136_36286570.wav,My neck has been sore since the accident.,My neck has been sore since the accident.
1249120_44263136_41431969.wav,I have a headache almost every day.,I have a headache almost every day
1249120_44263136_49038863.wav,"I have a migraine and I too handle, but it does not help.",i have a migrain and i took panadol but it doesnÕt help
1249120_44263136_51762834.wav,My back hurts a lot when I bend.,My back hurts a lot when I bend
1249120_44263136_58592964.wav,My chest hurts when I got to take a breath.,My chest hurts when I go to take a breath
1249120_44263136_77095387.wav,Have severe cold and cough.,Have severe cold and cough
1249120_44263136_78073786.wav,My knee is swallowing which indicates that I have an infected wound.,My kee is swallowing which indicates i have an infected wound
1249120_44263136_78833554.wav,I feel sad.,i feel sad
1249120_44263136_79226700.wav,I'm very worried that I'll go vaults soon. Am I very sick?,I'm very worried that I'll go bald soon. Am I very sick?
1249120_44263136_81225662.wav,I feel like I can hardly breathe unless I get what's in my lungs out.,I feel like I can hardly breathe unless I get what's in my lungs out
1249120_44263136_85067361.wav,My throat is so sore.,My throught is so sore.
1249120_44263136_86205654.wav,My body feels weak although I eat a lot. Why?,"My body feels weak although I eat a lot, why?"
1249120_44263136_87455428.wav,My ankle is hurting me.,my ankle is hurting me
1249120_44263136_88227448.wav,I cut my foot out of the pool and it breaks open every day when I walk in it.,I cut my foot at the pool and it breaks open every day when I walk on it.
1249120_44263136_89141475.wav,My heart hurts while I'm sad. What?,"My heart hurts while I'm sad, why?"
1249120_44263136_93647784.wav,Everything looks like being in a smoky area.,Everything looks like beeing in a smoky area.
1249120_44273314_104690533.wav,My body feels like it's in a ref refrigerator.,My body feels like it's in a refrigerator.
1249120_44273314_106435928.wav,I've tried reading books but nothing can cheer me up.,"I've tried reading books, but nothing can cheer me up."
1249120_44273314_106442057.wav,Sterilizer for the eye.,Sterilizer for the eye
1249120_44273314_16049788.wav,My chest hurts when I go to take a breath.,My chest hurts when I go to take a breath
1249120_44273314_24711015.wav,My heart hurts while I'm set. Why?,"My heart hurts while I'm sad, why?"
1249120_44273314_25005396.wav,Everything looks like being in a smokey area.,Everything looks like beeing in a smoky area.
1249120_44273314_30937230.wav,I think pain in the knee when walking.,I feel pain in the knee when walking
1249120_44273314_35569629.wav,I have a red rash that is itchy on my skin.,I have a red rash that is itchy on my skin
1249120_44273314_38073414.wav,I feel like I fell in hot water.,I feel like l fell in hot water
1249120_44273314_47748885.wav,My body feels weak although I eat a lot. Why?,"My body feels weak although I eat a lot, why?"
1249120_44273314_69242491.wav,My body aches on the inside between my hips and shoulders.,My body aches on the inside between my hips and shoulders.
1249120_44273314_71015022.wav,My ankle joined ropes when I put pressure on my foot.,My ankle joint throbs when I put pressure on my foot.
1249120_44273314_71205285.wav,"I'm not hearing well, I have problems with my ear.",I'm not hearing well I have problem with my ear
1249120_44273314_72971747.wav,I will emotionally trust.,I feel emotionally crushed
1249120_44273314_91569607.wav,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.
1249120_44294866_104237668.wav,I have a bang in my head.,I have a pain in my head
1249120_44294866_104430582.wav,"Hey, I love shraving, you may join us.",I have a throbbing in my joints
1249120_44294866_104890103.wav,I have a hair of the musculopane since I went up to the hune.,I have a hard muscle pain since i went to the gym
1249120_44294866_105332708.wav,I don't have full range of motion with my arms.,I don't have full range of motion with my arms
1249120_44294866_106050928.wav,A was the nose with pneumonia. It can break easily.,"i was diagnosed with pneumonia, i can't breath easily."
1249120_44294866_13068476.wav,The area around my hair doesn't feel good.,The area around my heart doesn't feel good.
1249120_44294866_16718315.wav,I get a knee pain when I walk a lot.,I get a knee pain when I walk a lot
1249120_44294866_19000724.wav,"When I stand up too quickly, I start to feel dizzy and light headed.",When I stand up too quickly I start to feel dizzy and light-headed
1249120_44294866_21761084.wav,"I got up man, went ahead cheating.",I got acne when I ate chili
1249120_44294866_29194304.wav,I usually have a bad thought when I get food.,I usually have a bad cough when I get flu.
1249120_44294866_30450066.wav,I have a neck bang when I sit in front of my laptop.,I have a neck pain when I sit in-front of my laptop.
1249120_44294866_37364395.wav,So there are pain in the upper left side of chest and may have pain to back.,severe pain in the upper left side of chest and may have pain to back
1249120_44294866_39510206.wav,"I love to go there, but I get a terrible change in my lower back when I lean over.",I love to garden but I get a terrible twinge in my lower back when I lean over.
1249120_44294866_43326442.wav,I have a pain in my elbow joint.,i have a pain in my elbow joint
1249120_44294866_49687487.wav,I had an accident and my wound was open when I arrived to hospital.,I had an accident and my wound was open when I arrived to hospital
1249120_44294866_52332577.wav,I don't do anything at home and still I feel exhausted.,I don't do anything at home and still I feel exhausted.
1249120_44294866_53713877.wav,I feel very hard to breathe.,I feel very hard to breathe
1249120_44294866_56914981.wav,"My lower back hurts, but it improves if I stretch it.",My lower back hurts but it improves if I stretch it
1249120_44294866_57205296.wav,I feel a burning sensation in my gits about 2 hours after 8 meals.,I feel a burning sensation in my guts about 2 hours after each meal.
1249120_44294866_58377113.wav,sometimes when it is called outside my face hurts especially around the pimples that are ready to go,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
1249120_44294866_60643161.wav,I can't stand up or sit down. I have a pain in my body that reminds me.,I can't stand up or sit down I have a pain in my back that annoys me
1249120_44294866_61770999.wav,"When I move on my shoulder, being shut down my arms.","When I move on my shoulder, pain shoots down my arm"
1249120_44294866_63568111.wav,I feel a great pain in my shoulder when I try to lift something heavy.,I feel a great pain in my shoulder when i try to lift something heavy
1249120_44294866_64368433.wav,I was traveling by ship and I feel dizzy.,i was travelling by ship and i feel dizzy.
1249120_44294866_67568437.wav,My hair isn't too old.,my hair isn't well
1249120_44294866_68130365.wav,"Hey, how they been in my stomach?",I have a pain in my stomach
1249120_44294866_74679338.wav,They are with the stomach ache and they can eat anything.,I have a great stomach ache and i can't eat any thing
1249120_44294866_89734541.wav,My entire body is freezing.,My entire body is freezing.
1249120_44294866_92792208.wav,"When I stand up too quickly, I start to feel dizzy and light-headed.",When I stand up too quickly I start to feel dizzy and light-headed
1249120_44294866_99659302.wav,I feel as sore as in my knees when I walk.,I feel a soreness in my knees when I walk
1249120_44323331_10095808.wav,Daddy just happened in my beak up,There is a sharp pain in my bicep
1249120_44323331_14650475.wav,I can hardly breathe,i can hardly breathe
1249120_44323331_23606264.wav,I too played Obar will jumping to catch the ball.,I toppled over while jumping to catch the ball.
1249120_44323331_55722581.wav,"When I wake up in the morning, I feel sorry for my body.",When I wake up in the morning I feel a soreness in my body
1249120_44323331_59191528.wav,I get an AR-AT when it is cold.,I get an ear ache when it is cold
1249120_44323331_63393498.wav,I have a great pain in my food like twin pain with reduction in my pain relief.,i have a great pain in my foot like thrombing pain with relaxing my pain releif
1249120_44323331_84030889.wav,I feel great pain in the head.,I feel great pain in the head
1249120_44323331_94962408.wav,I peel pain in my throat,I feel pain in my throat
1249120_44323331_95860925.wav,"I made lords and lords of analysis to know the main reason for my stock, HA.",I made lots and lots of analysis to know the main reason for my stomach ache
1249120_44442354_25790660.wav,I am a hair shorter.,I have a hair shortage
1249120_44442354_96518720.wav,I failed my snare in my elbows and saw a lot.,I fell a stiffness in my elbows and shoulders
1249120_44442354_97149231.wav,and suffering from shark-conward company being fed.,I'm suffering from sharp cough Accompanied by  phlegm
1249120_44259428_100443017.wav,They are paying in my phone.,there pain in my foot
1249120_44259428_105662498.wav,I won't play basketball yesterday. I have Frank Ankle.,"i was playing basketball yesterday, i have sprained ankle"
1249120_44259428_105786249.wav,"I feel a burden in succession, in my shoulder and mouth, as well.",I feel a burning sensation in my shoulder muscle.
1249120_44259428_108477882.wav,"When it hurts about the world, that it stays sitting more than I should.",My knees hurt so bad to walk that I stay sitting more than I should.
1249120_44259428_16757387.wav,I filled this golf hole truck on all the body in general.,I feel discomfort throughout the body in general
1249120_44259428_20551217.wav,I have this important volume in my neck.,i have difficulty moving my neck
1249120_44259428_25649773.wav,I can't believe it.,i cant breathe
1249120_44259428_32632229.wav,I feel pain in my hand when I wake up.,I feel pain in my heart when I wake up
1249120_44259428_34986999.wav,"I get across the people of my face, that's another world away.",I get clusters of pimples on my face that never go away.
1249120_44259428_46472982.wav,"My favorite cat, Buckley, A&Mau, are on my side with it.",My face break out badly every month around my cycle.
1249120_44259428_52976378.wav,My back hurts so much. I kept back down to team my shoelace.,My back hurts so much I can't bend down to tie my shoelaces.
1249120_44259428_54532216.wav,"How if it had, there are family hair.","i feel hurt, lot of pain in my heart"
1249120_44259428_55288440.wav,My chest break up with a simple iron white hat.,My chest break out with red pimples and whiteheads.
1249120_44259428_56567581.wav,I will take in the head by a certain last night.,I was kicked in the head playing soccer last night.
1249120_44259428_57761508.wav,"I came in this, I have a heart of...",I can't sleep I have a hard cough
1249120_44259428_58709056.wav,"When I do have exercise, I feel great in my muscles.",When I do hard exercises I feel great pain in my muscles.
1249120_44259428_65420088.wav,I feel pain when I think of hair.,I feel pain when i think of her
1249120_44259428_67815432.wav,I've had this stuff for 2 weeks.,I've had this cough for two weeks.
1249120_44259428_72249048.wav,I break out all my face very quick.,I break out on my face very frequently
1249120_44259428_76204403.wav,"I feel like it's early, we pray.",I feel increased heart rate with prick
1249120_44259428_84461460.wav,"We are never at 10 now, I feel this.",Whenever I stand up I feel dizzy.
1249120_44259428_87762932.wav,I have edmec for all my faith.,I have acne all over my face
1249120_44259428_88280001.wav,My makeup is like 3D-,My kneecap feels like it is grating bone on bone when I walk.
1249120_44259428_92199033.wav,I feel that after doing a most large at all.,I feel dizzy after doing a muscular effort.
1249120_44263136_100870435.wav,The joins in my fingers are painful in the morning.,The joints in my fingers are painful in the morning.
1249120_44263136_101522822.wav,I have a pain in my muscle.,I have a pain in my muscle
1249120_44263136_101812019.wav,I feel hurt in my heart.,I feel hurts in my heart
1249120_44263136_106227417.wav,heart aches so much.,heart aches so much
1249120_44263136_107636900.wav,I may have overdone it with the weightlifting because I am afraid I may have torn a muscle on my back.,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back."
1249120_44263136_11828866.wav,There is a sharp pain in my bicep. I have tried to apply being really cream but it does not help.,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.
1249120_44263136_13172477.wav,Sometimes my body feels weak without reason.,Sometimes my body feels week without reason
1249120_44263136_20870238.wav,"My body feels weak, although I take my bite and it is regularly.",My body feels weak although I take my vitamins regularly.
1249120_44263136_42090113.wav,There are times when I feel crushed under huge weight and no air coming to my lungs. It actually scares the hell out of me when it happens.,"There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens."
1249120_44263136_43213149.wav,having difficulty moving by me.,having difficulty moving my knee
1249120_44263136_44160087.wav,I feel sharp pain in stomach after eating.,I feel a sharp pain in the stomach after eating
1249120_44263136_46878275.wav,"I'm not hearing well, I have a problem with my ear.",I'm not hearing well I have problem with my ear
1249120_44263136_49448724.wav,Is there a cure for acne?,Is there a cure for acne?
1249120_44263136_51547342.wav,I feel emotionally crushed.,I feel emotionally crushed
1249120_44263136_52222173.wav,"Every time I make an effort, I felt dizzy.","Every time I make an effort, I felt dizzy."
1249120_44263136_55671220.wav,I feel that is great pain in my left shoulder.,i feel that is great pain in my left shoulder
1249120_44263136_57609608.wav,my body aches on the inside between my hips and shoulders.,My body aches on the inside between my hips and shoulders.
1249120_44263136_59289865.wav,"When I'm too high, I start to feel dizzy.",When I'm too high I start to feel dizzy
1249120_44263136_68968933.wav,"I used a lot of pain killer to get better, but I still need the same back pain.",I used alot of pain killer to get better but i still feel the same back pain
1249120_44263136_71092044.wav,My body feels like it's an overfriderator.,My body feels like it's in a refrigerator.
1249120_44263136_82613525.wav,I feel like I've always got something in my throat.,I feel like I've always got something in my throat
1249120_44263136_92015834.wav,"When I wake up in the morning, I feel dizzy.",when i wake up in the morning i feel dizzy
1249120_44263136_93996655.wav,I have found some interesting skin and try to use cream but it doesn't get better.,I have found some issues in my skin and tried to use cream but it doesn't get better
1249120_44273314_102521547.wav,The worst headache was during a hangover in my 20s. I sincerely thought I was going to die from brain inflammation.,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
1249120_44273314_16303816.wav,I have a problem in my middle ear made by infection.,i have a problem in my middle ear made by infection
1249120_44273314_18787091.wav,I have a back pain since I turned 17 years old.,I have a back pain since I turned 70 years old.
1249120_44273314_52748628.wav,I feel aching on my insights.,I feel aching on my insides.
1249120_44273314_68456497.wav,I feel sad.,i feel sad
1249120_44273314_70276723.wav,I may have overdone it with the weight lifting because I am afraid I may have toned a muscle on my back.,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back."
1249120_44273314_70741506.wav,I noticed a lot more hair coming up than usual when I brush my hair.,I notice a lot more hair coming out than usual when I brush my hair
1249120_44273314_73290676.wav,My hair always falls out and I've lost a lot of hair lately.,My hair always falls out and i have lost a lot of hair lately
1249120_44273314_75699317.wav,I have severe dry cough.,i have severe dry cough
1249120_44273314_76070691.wav,I have a migraine and I took Panadol but it doesn't help.,i have a migrain and i took panadol but it doesnÕt help
1249120_44273314_96055783.wav,My head is so heavy I can't think normally.,My head is so heavy can't think normally
1249120_44294866_102554677.wav,I have read me in my face and other problems you may done like itching.,I have acne in my face and other problema in my derma like itching
1249120_44294866_103743912.wav,"Yes, if they had a shoulder band.",Yesterday I had a shouder pain
1249120_44294866_103812071.wav,I have a rake when I go to the pool.,I have a ear ache when I go to the pool
1249120_44294866_14283535.wav,I started taking some real relation and I guess I swallowed too much water from my nose because this sinusitis is killing me now.,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now."
1249120_44294866_18570665.wav,I have a ruseums on my face that come and go.,I have eruptions on my face that come and go .
1249120_44294866_29285051.wav,and having room in the nose.,I am having running nose
1249120_44294866_38949666.wav,"Fast, cold, scribed, like nuts.",fell skull is cracked like nuts
1249120_44294866_52206190.wav,My shoulder has a great pain.,My shoulder has agreat pain
1249120_44294866_52604131.wav,"stiffness, inability to look right or left, except by moving the whole body.",stiffness inability to look right or left except by moving the whole body
1249120_44294866_61858983.wav,I got enjoyed exercising.,I got injured exercising
1249120_44294866_63476113.wav,I was watching to be and at some point have better vision.,i was watching tv and suddenly have blurry vision
1249120_44294866_63987415.wav,"When I rise my head, I feel pain in my shoulder.",when i raise my hand i feel pain in my shoulder.
1249120_44294866_69316456.wav,My hair is falling out after I take a shower.,My hair is falling out after I take a shower.
1249120_44294866_76461050.wav,My neck is annoying me. I can't sleep because of it.,My neck is annoying me I can't sleep bacause of it
1249120_44294866_77416341.wav,The warm name says that my house is broken and feels a cold.,The warming system of my house is broken and  feel so cold
1249120_44294866_78490603.wav,My nose is congested all the time and there is this gluey secretion in my throat that make it impossible for me to sleep. I often have to nap sitting down.,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.
1249120_44294866_86233279.wav,"They have a very vision and they can't see any darkness. What is the reason, Doctor?","I have a blurry vision and i can't see in the darkness , what is the reason doctor ?"
1249120_44294866_90790242.wav,Itad from Enzener of Calv.,itch at front and center of scalp
1249120_44294866_94282612.wav,I have to pay my art.,I have terrible pain in my heart
1249120_44294866_94374240.wav,I feel something hurt me in taking bread and I can't take my bread.,I feel something hurt me in taking breath and I cant take my breath
1249120_44323331_28822792.wav,All of a sudden I killed DC when I screwed up.,All of a sudden I felt dizzy when I stood up.
1249120_44323331_35285585.wav,I feel a great amount of piss on of my head,I feel a great amount of pressure of my head.
1249120_44323331_47564425.wav,SARSICAL OLD SID TING PAS PAIN PULL AT HOT POO THE TOUCH,"surgical wounds red, firing pus, painful and hot to the touch"
1249120_44323331_63258394.wav,I have dark sports on my skin.,I have dark spots on my skin
1249120_44323331_81285987.wav,I feel strong pain in my knee after it was hit during the football match.,I feel strong pain in my knee after it was hit during the football match.
1249120_44323331_86516132.wav,"Derry Jack, it's your Darn son.",There is an injured person
1249120_44442354_57228239.wav,My skin needs to change.,My skin is itching.
1249120_44246595_89466082.wav,I often get a stomach ache after I eat. I haven't been able to pinpoint which foods may be the trigger.,I often get a stomach ache after I eat.  I haven't been able to pinpoint which foods might be the trigger.
1249120_44259428_107932197.wav,I cannot bet my net.,i can't rotate my neck
1249120_44259428_108575544.wav,My next build-if.,My neck feels stiff
1249120_44259428_36852781.wav,I got a divorce last year and I just kinda stopped drawing on how to get a bench on my ex-husband.,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.
1249120_44259428_50949983.wav,"I hope on internal pain, I cannot describe.",I have an internal pain I cannot describe
1249120_44259428_52926868.wav,"Have a good week, good fataling.",heavy breath with fatigue
1249120_44259428_53848525.wav,I kept moving my hair up and down.,I can't move my head up and down.
1249120_44259428_56194683.wav,I have a great job.,I have a dry throat
1249120_44259428_72865674.wav,May your apples come to a nice fresh.,My arm hurts when I stretch
1249120_44259428_84387587.wav,My neck is coming and I can't look down for it.,my neck hurts me and i can't look down or up
1249120_44259428_89970708.wav,I have a tepe in my neck.,I have a sharp pain in my neck
1249120_44263136_106766278.wav,I feel like I fell in hot water.,I feel like l fell in hot water
1249120_44263136_108585886.wav,"I've always been very active, but now I just don't have to strength or energy to go for even a short walk.",I've always been very active but now I just don't have the strength or energy to go for even a short walk.
1249120_44263136_10880734.wav,I had internal pain and gases when I ate Indian spicy food yesterday.,I had internal pain and gases when I ate indian spicy food yesterday
1249120_44263136_31123906.wav,I get bit patches of irritated pimples on my back and they hurt.,I get big patches of irritated pimples on my back and they hurt.
1249120_44263136_36341086.wav,I feel cold when night comes.,I feel cold when the night comes
1249120_44263136_50406387.wav,I feel pain in the knee when walking.,I feel pain in the knee when walking
1249120_44263136_58938609.wav,"When I drink a lot, I get a headache.","When I drink a lot, I get a headache"
1249120_44263136_63958069.wav,I feel pain in my back.,I feel a pain in my back
