file_name,transcribed_text,phrase
1249120_44259428_82428785.wav,to last a walk and walk my erectively. The walk is so wide.,glass broken and wound my leg badly the wound is so wide
1249120_44263136_107507771.wav,My son had a rude kennel in the dentist acted at the inside of his cheek and now he would not heal.,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
1249120_44263136_13332887.wav,My knee touches and hurts when I first turn up after seating.,My knee catches and hurts when I first stand up after sitting.
1249120_44263136_27728779.wav,I have a heart pain in my stomach.,i have a hard pain in my stomach
1249120_44263136_34906231.wav,I have severe dry golf.,i have severe dry cough
1249120_44263136_47696189.wav,The worst headache was during a hangover in my twenties. I sincerely thought I was going to die for all brain formation.,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
1249120_44263136_83669979.wav,I hardly have an extreme to get up.,"I hardly have enough stength to get up,"
1249120_44263136_87409253.wav,Sturdy legs are for the eye.,Sterilizer for the eye
1249120_44263136_94477614.wav,My shoulder aches when I try to lift five pounds.,My shoulder aches when I try to lift five pounds.
1249120_44273314_93618448.wav,I have a heartbeat in my stomach.,i have a hard pain in my stomach
1249120_44294866_102078306.wav,I should have been in my knee cough after working out.,I have shooting pain in my kneecap after working out.
1249120_44294866_103485284.wav,My daughter had her apron 3D and it followed it on opening off skiing in one of her bronz that it's not perfect and easy.,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
1249120_44294866_15891095.wav,I have shorter pain when I try to carry my groceries.,I have shoulder pain when I try to carry my groceries.
1249120_44294866_23003547.wav,I feel weak all over.,I feel weak all over.
1249120_44294866_30296550.wav,"The cross-incenseational of my heart, leave me rattle us.",The crushing sensation on my heart leaves me breathless.
1249120_44294866_53414183.wav,"I'm not good, I'm feeling so cold.",I'm not good i'm feeling so cold
1249120_44294866_72495478.wav,My head hurts when I'm doing this.,My head hurts when I'm doing this.
1249120_44294866_73599319.wav,"When it first my eyes to be you, I have really been so",When I force my eyes to view I have blurry vision.
1249120_44294866_90929031.wav,It is like a hot and needle it push and throw my out.,It is like I have a needle pushing through my heart.
1249120_44294866_96337692.wav,"When it band over, I get to shoot in band on like that.",When I bend over I get a shooting pain down my back
1249120_44323331_16235297.wav,"Good, I played the ball. I have joined it.",When I play football I have joint pain.
1249120_44323331_17693815.wav,"I cannot work, because... Oh, God.",i can't breath because of  Cough
1249120_44323331_24602215.wav,There is pain in my mind. I cannot be our pain.,There is pain in my joints. I can not bear pain
1249120_44323331_25847807.wav,My right shoulder clicks when I move my arm.,My right shoulder clicks when I move my arm.
1249120_44323331_42291661.wav,I have a strong full of it.,i have a strong shoulder pain
1249120_44323331_53313006.wav,"Prog my uncle will docking rock, landing in the apetics.",I broke my ankle while doing rock climbing in the Carpathians.
1249120_44323331_61837950.wav,I have been feeling very sad lately.,I've been feeling very sad lately
1249120_44323331_63502960.wav,"It's like they are in and needles, sticking in my dirt.",Feels like there are pins and needles sticking in my joints
1249120_44323331_81893062.wav,I feel pain in my ears with tinnitus.,I feel pain in my ears with tinnitus
1249120_44323331_95219530.wav,I peel thin in my knee.,i feel pain in my knee
1249120_44323331_95484507.wav,"My son had you noep, that's me.",My son has a lot of acne.
1249120_44323331_95561004.wav,"When I go to sleep, I am feeling cold.",When I go to sleep I am feeling cold
1249120_44442354_52494335.wav,I can hack and gurf it because of my angle.,I can't get a girlfriend because of my acne.
1249120_44259428_100658896.wav,I hope I put the light in my head.,I have a dull ache in my head
1249120_44259428_103086666.wav,I can't get it anything. I have a baby for my shelter.,I can't carry anything I have a pain in my shoulder
1249120_44259428_106881229.wav,"I walk everywhere, but now I get chow away after I go on I should away.",I walk every day but now I get short of breath after going only a short way.
1249120_44259428_107372342.wav,I feel so very good.,i feel head ache
1249120_44259428_17570271.wav,"I trouble my brain, my feelings, it's a problem. And this time, I'll heal my hair, my ink, love, and death.",I travelled by plane a few days ago and this time during landing my ears remained clogged and painful.
1249120_44259428_26033114.wav,He is in fact a girl who has been able to draw up.,His infected wound was beginning to rot.
1249120_44259428_28102523.wav,I have a hope and will end in my garden.,I have an open wound in my arm
1249120_44259428_31222743.wav,My brand is filled with and I pray to make you see love. When it's filled by love.,My body feels weak and I tried to make it relax but it stills pain me
1249120_44259428_34993210.wav,I feel very quick in my body.,I feel very weak in my body
1249120_44259428_45195927.wav,I have to go home in my garden.,I have throbing in my shoulder
1249120_44259428_49203869.wav,I feel depressed when I have fun in now.,I feel depressed when I see my hair falling out
1249120_44259428_51361064.wav,It is hard to believe when they end up in the ground with their attention. Why?,"It is hard to breath when I am in the underground metro station, why?"
1249120_44259428_54047497.wav,and having to help the stories because the better our voices.,I'm having a hard time reading because the letters are all fuzzy
1249120_44259428_54344716.wav,"Now if you like the hidden commercial opinion, I said, ""Welcome to my Grapery.""",I feel a huge emotional pain after I broke up with my girlfriend.
1249120_44259428_61618701.wav,"My head got passes, when I try to drop.",My head gets dizzy when I try to get up.
1249120_44259428_86445054.wav,"My son, who is in the person and he is following and he is I am a she is a she is a she is a she is a she is a she is a she a she a she a she a she a",My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
1249120_44259428_95841310.wav,I could not emphasize because of my pain.,I could not exercise because of my knee pain
1249120_44259428_96688403.wav,I have this equally increasing in closet prices.,I have difficulty in breathing in crowded places.
1249120_44263136_103802215.wav,My child has cough all night. She can sleep,"my child has cough all night, she can't sleep"
1249120_44263136_106922287.wav,I have a back pain since I turned 70 years old.,I have a back pain since I turned 70 years old.
1249120_44263136_107482610.wav,I feel like something is squeezing my lungs.,I feel like something is squeezing my lungs.
1249120_44263136_12662866.wav,I feel pain in the meat.,I feel pain in the knee
1249120_44263136_13651055.wav,My ankle joint throat when I put pressure on my foot.,My ankle joint throbs when I put pressure on my foot.
1249120_44263136_15762375.wav,"I always feel like half an inch of paint, even if I don't have my period.",I always feel like I have menstrual pains even if I don't have my period.
1249120_44263136_18526428.wav,In high school I had a lot of acne.,In highschool I had a lot of acne.
1249120_44263136_22818184.wav,I have a red brush that is itching or making.,I have a red rash that is itchy on my skin
1249120_44263136_25998544.wav,I have pain like needles in my joints.,i have pain like needles in my joints.
1249120_44263136_26194304.wav,My food had been aching since last Tuesday.,My foot had been aching since last Tuesday.
1249120_44263136_28094510.wav,I can stop shaking or I'm kind to my jaw. That's how cool I was.,"I couldn't stop shaking or unclench my jaw, that's how cold I was."
1249120_44263136_30518887.wav,Long she choosing all burning line across back with her spiritary movements.,longitudinal burning line across back with hard respiratory movements
1249120_44263136_31607750.wav,I feel aging on my insides.,I feel aching on my insides.
1249120_44263136_34327747.wav,My hair always falls out and I have lost a lot of hair.,My hair always falls out and i have lost a lot of hair lately
1249120_44263136_36286570.wav,My net has been sourced and exited.,My neck has been sore since the accident.
1249120_44263136_41431969.wav,I have a headache almost every day.,I have a headache almost every day
1249120_44263136_49038863.wav,"I have a Magrane and a 2-headle, but it does not help.",i have a migrain and i took panadol but it doesnÕt help
1249120_44263136_51762834.wav,My back hurts a lot when I bend.,My back hurts a lot when I bend
1249120_44263136_58592964.wav,My chest hurts when I got to take a breath.,My chest hurts when I go to take a breath
1249120_44263136_77095387.wav,Have some ear code in the car.,Have severe cold and cough
1249120_44263136_78073786.wav,My knee is a swallowing which indicates that I have an infected wound.,My kee is swallowing which indicates i have an infected wound
1249120_44263136_78833554.wav,I feel sad.,i feel sad
1249120_44263136_79226700.wav,I'm very worried that I go vaults in my Versic.,I'm very worried that I'll go bald soon. Am I very sick?
1249120_44263136_81225662.wav,I feel like I'm hardly breathing unless you get what's in my lungs out.,I feel like I can hardly breathe unless I get what's in my lungs out
1249120_44263136_85067361.wav,My throat is so sore.,My throught is so sore.
1249120_44263136_86205654.wav,My body feels with overall eye-etalot. Why?,"My body feels weak although I eat a lot, why?"
1249120_44263136_87455428.wav,My ankle is hurting me.,my ankle is hurting me
1249120_44263136_88227448.wav,I cut my foot of the pool and he breaks open every day when I walk in it.,I cut my foot at the pool and it breaks open every day when I walk on it.
1249120_44263136_89141475.wav,My heart hurts while I'm sad.,"My heart hurts while I'm sad, why?"
1249120_44263136_93647784.wav,Everything looks like being in a smoky area.,Everything looks like beeing in a smoky area.
1249120_44273314_104690533.wav,My body feels like it's in a refrigerator.,My body feels like it's in a refrigerator.
1249120_44273314_106435928.wav,I've tried reading books but nothing can cheer me up.,"I've tried reading books, but nothing can cheer me up."
1249120_44273314_106442057.wav,Stereulizer for the eye.,Sterilizer for the eye
1249120_44273314_16049788.wav,My chest hurts when I go to take a breath.,My chest hurts when I go to take a breath
1249120_44273314_24711015.wav,My heart hurts while I'm set. Why?,"My heart hurts while I'm sad, why?"
1249120_44273314_25005396.wav,Everything looks like being in a sokee area.,Everything looks like beeing in a smoky area.
1249120_44273314_30937230.wav,I feel pain in the knee when walking.,I feel pain in the knee when walking
1249120_44273314_35569629.wav,I have a red rash that is eche on my skin.,I have a red rash that is itchy on my skin
1249120_44273314_38073414.wav,I feel like I fell in hot water.,I feel like l fell in hot water
1249120_44273314_47748885.wav,My body feels weak although I eat a lot. Why?,"My body feels weak although I eat a lot, why?"
1249120_44273314_69242491.wav,My body aches on the inside between my hips and shoulders.,My body aches on the inside between my hips and shoulders.
1249120_44273314_71015022.wav,My ankle joined ropes when I put pressure on my foot.,My ankle joint throbs when I put pressure on my foot.
1249120_44273314_71205285.wav,"I'm not hearing well, I have problems with my ear.",I'm not hearing well I have problem with my ear
1249120_44273314_72971747.wav,I feel emotionally crushed.,I feel emotionally crushed
1249120_44273314_91569607.wav,"There is a sharp pain in my bicep. I have tried to apply pain relief pain, but it does not help.",There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.
1249120_44294866_104237668.wav,I have a pain in my head.,I have a pain in my head
1249120_44294866_104430582.wav,"Hey, I've been traveling with my joints.",I have a throbbing in my joints
1249120_44294866_104890103.wav,"I have a hard, musculp thing since I went to the human.",I have a hard muscle pain since i went to the gym
1249120_44294866_105332708.wav,I don't have full rings of motion with my arms.,I don't have full range of motion with my arms
1249120_44294866_106050928.wav,A was a mouse with pneumonia. It can break it.,"i was diagnosed with pneumonia, i can't breath easily."
1249120_44294866_13068476.wav,The area around my heart doesn't feel good.,The area around my heart doesn't feel good.
1249120_44294866_16718315.wav,I get a knee pain when it walk a lot.,I get a knee pain when I walk a lot
1249120_44294866_19000724.wav,"When I stand up too quickly, I start to feel dizzy and light ahead.",When I stand up too quickly I start to feel dizzy and light-headed
1249120_44294866_21761084.wav,"I got up man, went ahead and cheated.",I got acne when I ate chili
1249120_44294866_29194304.wav,I usually have a bad cup when you get food.,I usually have a bad cough when I get flu.
1249120_44294866_30450066.wav,I have a neck pain when I sit in front of my laptop.,I have a neck pain when I sit in-front of my laptop.
1249120_44294866_37364395.wav,So they are paying in the upper left side of chest and may have paying to buy.,severe pain in the upper left side of chest and may have pain to back
1249120_44294866_39510206.wav,"I love to God, but I get a terrible change in my lower back when I lean over.",I love to garden but I get a terrible twinge in my lower back when I lean over.
1249120_44294866_43326442.wav,I have a pain in my elbow joint.,i have a pain in my elbow joint
1249120_44294866_49687487.wav,I had an accident and my wound was open when I arrived hospital.,I had an accident and my wound was open when I arrived to hospital
1249120_44294866_52332577.wav,I don't do anything at home and still I feel exhausted.,I don't do anything at home and still I feel exhausted.
1249120_44294866_53713877.wav,I feel very hard to breathe.,I feel very hard to breathe
1249120_44294866_56914981.wav,"My lower body hurts, but it improves if I stretch it.",My lower back hurts but it improves if I stretch it
1249120_44294866_57205296.wav,I feel a burn sensation in my kids about two hours after age meal.,I feel a burning sensation in my guts about 2 hours after each meal.
1249120_44294866_58377113.wav,sometimes when it is called outside my face hurts it's basically around the pimples that are ready to go,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
1249120_44294866_60643161.wav,They can't stand up or sit down. They have a pain in my bed and that's annoying me.,I can't stand up or sit down I have a pain in my back that annoys me
1249120_44294866_61770999.wav,"When I move on my shoulder, being shut down my arms.","When I move on my shoulder, pain shoots down my arm"
1249120_44294866_63568111.wav,I feel a great pain in my shoulder when I try to lift something heavy.,I feel a great pain in my shoulder when i try to lift something heavy
1249120_44294866_64368433.wav,I was traveling by ship and I feel these,i was travelling by ship and i feel dizzy.
1249120_44294866_67568437.wav,My hair isn't too old.,my hair isn't well
1249120_44294866_68130365.wav,They are the big mice damage.,I have a pain in my stomach
1249120_44294866_74679338.wav,They offer with the stomachache and they can pay its attention.,I have a great stomach ache and i can't eat any thing
1249120_44294866_89734541.wav,My entire body is breathing.,My entire body is freezing.
1249120_44294866_92792208.wav,When I stand up too quickly I start to feel dizzy and lightheaded.,When I stand up too quickly I start to feel dizzy and light-headed
1249120_44294866_99659302.wav,I feel as earnest in my knees when he walked.,I feel a soreness in my knees when I walk
1249120_44323331_10095808.wav,There is just hopping in my big cap.,There is a sharp pain in my bicep
1249120_44323331_14650475.wav,I can hardly breathe.,i can hardly breathe
1249120_44323331_23606264.wav,I put blood over will jumping to get to the ball.,I toppled over while jumping to catch the ball.
1249120_44323331_55722581.wav,"When I wake up in the morning, I feel sorry for the body.",When I wake up in the morning I feel a soreness in my body
1249120_44323331_59191528.wav,I get an ER-IT when it is pulled.,I get an ear ache when it is cold
1249120_44323331_63393498.wav,I have a great pain in my tooth like twin pain with relaxing my pain relief.,i have a great pain in my foot like thrombing pain with relaxing my pain releif
1249120_44323331_84030889.wav,I feel great pain in the head.,I feel great pain in the head
1249120_44323331_94962408.wav,I peel then in my throat.,I feel pain in my throat
1249120_44323331_95860925.wav,I made lots and lots of analyses to know the main reason for my stock HA.,I made lots and lots of analysis to know the main reason for my stomach ache
1249120_44442354_25790660.wav,I am a head shorter.,I have a hair shortage
1249120_44442354_96518720.wav,I failed my state's net in my elbows and solo.,I fell a stiffness in my elbows and shoulders
1249120_44442354_97149231.wav,I'm suffering from a shared company being fired.,I'm suffering from sharp cough Accompanied by  phlegm
1249120_44259428_100443017.wav,They are paying in my phone.,there pain in my foot
1249120_44259428_105662498.wav,"I will say in basketball yesterday, I have a bright ankle.","i was playing basketball yesterday, i have sprained ankle"
1249120_44259428_105786249.wav,I feel a bonus extension in my shoulder muscles.,I feel a burning sensation in my shoulder muscle.
1249120_44259428_108477882.wav,"When it hurts about the world, that it is getting more than I should.",My knees hurt so bad to walk that I stay sitting more than I should.
1249120_44259428_16757387.wav,I fit this cohort to allow the body in general.,I feel discomfort throughout the body in general
1249120_44259428_20551217.wav,I have this people working more in my next.,i have difficulty moving my neck
1249120_44259428_25649773.wav,I can't believe it.,i cant breathe
1249120_44259428_32632229.wav,I feel painly hurt when I wake up.,I feel pain in my heart when I wake up
1249120_44259428_34986999.wav,I gave to us all the people on my face. That's another way.,I get clusters of pimples on my face that never go away.
1249120_44259428_46472982.wav,May I say that we can't badly air them out on my side.,My face break out badly every month around my cycle.
1249120_44259428_52976378.wav,My back hurts so much. I get burned down to team isolate.,My back hurts so much I can't bend down to tie my shoelaces.
1249120_44259428_54532216.wav,"If you have, there are family homes.","i feel hurt, lot of pain in my heart"
1249120_44259428_55288440.wav,My check is made to come with simple and I have...,My chest break out with red pimples and whiteheads.
1249120_44259428_56567581.wav,"I go straight in the head, play it out last night.",I was kicked in the head playing soccer last night.
1249120_44259428_57761508.wav,I can't believe I have a hard job.,I can't sleep I have a hard cough
1249120_44259428_58709056.wav,Would I do hard research? I feel great to meet you in my muscles.,When I do hard exercises I feel great pain in my muscles.
1249120_44259428_65420088.wav,I should have been writing a hair.,I feel pain when i think of her
1249120_44259428_67815432.wav,I have missed off for two weeks.,I've had this cough for two weeks.
1249120_44259428_72249048.wav,"I break out all my face, beautiful crying.",I break out on my face very frequently
1249120_44259428_76204403.wav,"If you look at this whole day, good pray.",I feel increased heart rate with prick
1249120_44259428_84461460.wav,"We are now at 10 now, I filled it.",Whenever I stand up I feel dizzy.
1249120_44259428_87762932.wav,I have had next before my face.,I have acne all over my face
1249120_44259428_88280001.wav,"When we got this like, it is very much wrong when I go home.",My kneecap feels like it is grating bone on bone when I walk.
1249120_44259428_92199033.wav,I feel this after doing a most lot of work.,I feel dizzy after doing a muscular effort.
1249120_44263136_100870435.wav,The joins in my fingers are painful in the morning.,The joints in my fingers are painful in the morning.
1249120_44263136_101522822.wav,I have a pain in my muscle.,I have a pain in my muscle
1249120_44263136_101812019.wav,I feel hurt in my heart.,I feel hurts in my heart
1249120_44263136_106227417.wav,Heart aches so much.,heart aches so much
1249120_44263136_107636900.wav,I may have overdone it with the weight lifting because I am afraid I may have torn a muscle on my back.,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back."
1249120_44263136_11828866.wav,There is a sharp pain in my bicep. I have tried to apply and be really cream but it does not help.,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.
1249120_44263136_13172477.wav,Sometimes my body feels weak without reasoning.,Sometimes my body feels week without reason
1249120_44263136_20870238.wav,"My body feels weak, overall I take my body I'm usually wearing literally.",My body feels weak although I take my vitamins regularly.
1249120_44263136_42090113.wav,There are times when I feel crushed under huge way in no air-cut into my locks. It actually scares the hail out of me when it happens.,"There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens."
1249120_44263136_43213149.wav,having difficulty moving my knee.,having difficulty moving my knee
1249120_44263136_44160087.wav,"I feel sharp, plain, and stomach after eating.",I feel a sharp pain in the stomach after eating
1249120_44263136_46878275.wav,"I'm not hearing well, I have problem with my ear.",I'm not hearing well I have problem with my ear
1249120_44263136_49448724.wav,Is there a cure for acne?,Is there a cure for acne?
1249120_44263136_51547342.wav,I feel emotionally crushed.,I feel emotionally crushed
1249120_44263136_52222173.wav,"Every time I make a effort, I felt dizzy.","Every time I make an effort, I felt dizzy."
1249120_44263136_55671220.wav,I feel that it's great painting my life's shoulder.,i feel that is great pain in my left shoulder
1249120_44263136_57609608.wav,My body aches on the inside between my hips and shoulders.,My body aches on the inside between my hips and shoulders.
1249120_44263136_59289865.wav,"When I'm too high, I start to feel dizzy.",When I'm too high I start to feel dizzy
1249120_44263136_68968933.wav,"I used a lot of painkiller to get better, but I still built the same back pain.",I used alot of pain killer to get better but i still feel the same back pain
1249120_44263136_71092044.wav,My body feels like it's another refrigerator.,My body feels like it's in a refrigerator.
1249120_44263136_82613525.wav,I feel like I've always got something in my throat.,I feel like I've always got something in my throat
1249120_44263136_92015834.wav,"When I wake up in the morning, I feel dizzy.",when i wake up in the morning i feel dizzy
1249120_44263136_93996655.wav,"I have found some bittersnake skin in charts in this print, but it doesn't get better.",I have found some issues in my skin and tried to use cream but it doesn't get better
1249120_44273314_102521547.wav,The worst headache was during a hangover in my twenties. I sincerely thought I was going to die from brain inflammation.,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
1249120_44273314_16303816.wav,"I have a problem in my needle ear, made by infection.",i have a problem in my middle ear made by infection
1249120_44273314_18787091.wav,I have a back pain since I turned 70 years old.,I have a back pain since I turned 70 years old.
1249120_44273314_52748628.wav,I feel aching on my insights.,I feel aching on my insides.
1249120_44273314_68456497.wav,I feel sad.,i feel sad
1249120_44273314_70276723.wav,I may have overdone it with the wind lifting because I may have torn a muscle on my back.,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back."
1249120_44273314_70741506.wav,I noticed a lot more hair coming up than usual when I brush my hair.,I notice a lot more hair coming out than usual when I brush my hair
1249120_44273314_73290676.wav,My hair always falls out and I have lost a lot of hair lately.,My hair always falls out and i have lost a lot of hair lately
1249120_44273314_75699317.wav,I have severe dry cough.,i have severe dry cough
1249120_44273314_76070691.wav,I have a migraine and I took piano dough but it doesn't help.,i have a migrain and i took panadol but it doesnÕt help
1249120_44273314_96055783.wav,"My hair is so heavy, I can't think normally.",My head is so heavy can't think normally
1249120_44294866_102554677.wav,I have written in my face an other problem in my dharma like it.,I have acne in my face and other problema in my derma like itching
1249120_44294866_103743912.wav,Yes and they haven't showed or been.,Yesterday I had a shouder pain
1249120_44294866_103812071.wav,I have a rake when I go to the pool.,I have a ear ache when I go to the pool
1249120_44294866_14283535.wav,I start thinking we were in relation and I guess I was walking too much water from my nose because this sinusitis is killing me now.,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now."
1249120_44294866_18570665.wav,I have a room soon on my face that comment go.,I have eruptions on my face that come and go .
1249120_44294866_29285051.wav,and having really close.,I am having running nose
1249120_44294866_38949666.wav,for our school is grant like once.,fell skull is cracked like nuts
1249120_44294866_52206190.wav,my shoulder has a great pain,My shoulder has agreat pain
1249120_44294866_52604131.wav,"stiffness, inability to look right or left, except by moving the whole body.",stiffness inability to look right or left except by moving the whole body
1249120_44294866_61858983.wav,I got enjoyed exercising.,I got injured exercising
1249120_44294866_63476113.wav,I was watching to be an exactly half-brother be sure.,i was watching tv and suddenly have blurry vision
1249120_44294866_63987415.wav,"When I rise my head, I feel pain in my shoulder.",when i raise my hand i feel pain in my shoulder.
1249120_44294866_69316456.wav,My hair is falling out after I take a shower.,My hair is falling out after I take a shower.
1249120_44294866_76461050.wav,My neck is annoying me. I can't sleep because of it.,My neck is annoying me I can't sleep bacause of it
1249120_44294866_77416341.wav,The warm name says that of my house is broken and feels cold.,The warming system of my house is broken and  feel so cold
1249120_44294866_78490603.wav,My nose is congested all the time and there is this really situation in my throat that make it impossible for me to sleep. I often have to not sit in the eye.,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.
1249120_44294866_86233279.wav,They have a very vision and it can't see in the darkness. What is the reason Doctor?,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?"
1249120_44294866_90790242.wav,It adds from an center of top.,itch at front and center of scalp
1249120_44294866_94282612.wav,I have to retain my hair.,I have terrible pain in my heart
1249120_44294866_94374240.wav,I feel something hurt me in taking bread and I can't take my bread.,I feel something hurt me in taking breath and I cant take my breath
1249120_44323331_28822792.wav,All of a sudden I felt dizzy when I stood up.,All of a sudden I felt dizzy when I stood up.
1249120_44323331_35285585.wav,I feel a good amount of peace on of my head.,I feel a great amount of pressure of my head.
1249120_44323331_47564425.wav,(speaking in foreign language),"surgical wounds red, firing pus, painful and hot to the touch"
1249120_44323331_63258394.wav,I have not sports on my skin.,I have dark spots on my skin
1249120_44323331_81285987.wav,I feel strong pain in my knee after it was hit during the pudal match.,I feel strong pain in my knee after it was hit during the football match.
1249120_44323331_86516132.wav,[Music],There is an injured person
1249120_44442354_57228239.wav,My skin needs to change.,My skin is itching.
1249120_44246595_89466082.wav,I often get a stomachache after I eat. I haven't been able to pinpoint which foods may be the trigger.,I often get a stomach ache after I eat.  I haven't been able to pinpoint which foods might be the trigger.
1249120_44259428_107932197.wav,I can't help that man yet.,i can't rotate my neck
1249120_44259428_108575544.wav,My next real step.,My neck feels stiff
1249120_44259428_36852781.wav,I'm going to be more of a seat here. I'm going to stop rolling on how to get revenge on my ex-husband.,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.
1249120_44259428_50949983.wav,I have only internal pain. I cannot describe.,I have an internal pain I cannot describe
1249120_44259428_52926868.wav,"Hello, good evening. Good evening.",heavy breath with fatigue
1249120_44259428_53848525.wav,I can't move my head up and down.,I can't move my head up and down.
1249120_44259428_56194683.wav,I have a good idea.,I have a dry throat
1249120_44259428_72865674.wav,"May your app pause, we'll next day.",My arm hurts when I stretch
1249120_44259428_84387587.wav,"My next army, and I kill you now for us.",my neck hurts me and i can't look down or up
1249120_44259428_89970708.wav,I have a cafe in my neck.,I have a sharp pain in my neck
1249120_44263136_106766278.wav,I feel like I fell in hot water.,I feel like l fell in hot water
1249120_44263136_108585886.wav,"I've always been very active, but now I just don't have to strengthen or energy to go for even a short walk.",I've always been very active but now I just don't have the strength or energy to go for even a short walk.
1249120_44263136_10880734.wav,I had internal pain and gases when I ate in GM's spicy fruit yesterday.,I had internal pain and gases when I ate indian spicy food yesterday
1249120_44263136_31123906.wav,I get bit patches of irritated pimples all my back and they hurt.,I get big patches of irritated pimples on my back and they hurt.
1249120_44263136_36341086.wav,I feel cold when that comes.,I feel cold when the night comes
1249120_44263136_50406387.wav,I feel pain in the knee when walking.,I feel pain in the knee when walking
1249120_44263136_58938609.wav,"When I drink a lot, I get a headache.","When I drink a lot, I get a headache"
1249120_44263136_63958069.wav,I feel pain in my bag.,I feel a pain in my back
1249120_44263136_70702677.wav,I feel a great pain in my shoulder joint and it does not go away.,I feel a great pain in my shoulder joint and it does not go away
1249120_44263136_82626452.wav,I have a problem in my middle ear with my inspection.,i have a problem in my middle ear made by infection
1249120_44263136_89689013.wav,I can walk my knee hurt me.,"i can't walk, my knee hurts me"
1249120_44273314_21942140.wav,"When I drink a lot, I get a headache.","When I drink a lot, I get a headache"
1249120_44273314_26783687.wav,My new catches and hurts when I first stand up after sitting.,My knee catches and hurts when I first stand up after sitting.
1249120_44273314_31545094.wav,The joints in my fingers are painful in the morning.,The joints in my fingers are painful in the morning.
1249120_44273314_40698632.wav,I feel a great amount of pressure on the sides of my neck.,I feel a great amount of pressure on the sides of my neck
1249120_44273314_45479897.wav,I feel hurt in my heart.,I feel hurts in my heart
1249120_44273314_47534753.wav,I've got my foot at the pool and it breaks open every day when I walk to it.,I cut my foot at the pool and it breaks open every day when I walk on it.
