file_name,transcribed_text,phrase,sentence_wer,alignment_visualization
1249120_44259428_108958575.wav,"I'm feeling cold, so I'm going to eat high.",I m feeling cold though the temperature is high,0.7777777777777778,"=== SENTENCE 1 ===

REF:  i m feeling cold ** though   the temperature  is high
HYP: im * feeling cold so     im going          to eat high
      S D               I      S     S           S   S     

=== SUMMARY ===
number of sentences: 1
substitutions=5 deletions=1 insertions=1 hits=3

mer=70.00%
wil=88.89%
wip=11.11%
wer=77.78%
"
1249120_44259428_17428469.wav,I feel my neck where I climb the stairs.,I feel pain in my knee when I climb the stairs.,0.36363636363636365,"=== SENTENCE 1 ===

REF: i feel pain in my knee  when i climb the stairs
HYP: i feel **** ** my neck where i climb the stairs
               D  D       S     S                   

=== SUMMARY ===
number of sentences: 1
substitutions=2 deletions=2 insertions=0 hits=7

mer=36.36%
wil=50.51%
wip=49.49%
wer=36.36%
"
1249120_44259428_19293556.wav,My business is taking action after I won't ring.,My biceps started aching after I went to the gym,0.8,"=== SENTENCE 1 ===

REF: my ******** biceps started aching after i went   to the gym
HYP: my business     is  taking action after i wont ring *** ***
               I      S       S      S            S    S   D   D

=== SUMMARY ===
number of sentences: 1
substitutions=5 deletions=2 insertions=1 hits=3

mer=72.73%
wil=90.00%
wip=10.00%
wer=80.00%
"
1249120_44259428_38940948.wav,I think so. Also we are in Selma.,I feel cold although we are in summer.,0.5,"=== SENTENCE 1 ===

REF: i  feel cold although we are in summer
HYP: i think   so     also we are in  selma
           S    S        S                S

=== SUMMARY ===
number of sentences: 1
substitutions=4 deletions=0 insertions=0 hits=4

mer=50.00%
wil=75.00%
wip=25.00%
wer=50.00%
"
1249120_44259428_39681967.wav,Granny uses a fire for reggae on St. Francis's ground.,Chronic disease of hair follicles and sebaceous glands,1.25,"=== SENTENCE 1 ===

REF: ****** **** chronic disease  of   hair follicles and sebaceous glands
HYP: granny uses       a    fire for reggae        on  st  franciss ground
          I    I       S       S   S      S         S   S         S      S

=== SUMMARY ===
number of sentences: 1
substitutions=8 deletions=0 insertions=2 hits=0

mer=100.00%
wil=100.00%
wip=0.00%
wer=125.00%
"
1249120_44259428_46527054.wav,I have not leaked off my soul that will not heal.,I have a split on my thumb that will not heal.,0.36363636363636365,"=== SENTENCE 1 ===

REF: i have   a  split  on my thumb that will not heal
HYP: i have not leaked off my  soul that will not heal
              S      S   S        S                   

=== SUMMARY ===
number of sentences: 1
substitutions=4 deletions=0 insertions=0 hits=7

mer=36.36%
wil=59.50%
wip=40.50%
wer=36.36%
"
1249120_44259428_50914735.wav,I feel like I'm going to stand up.,I feel lightheaded when I stand up,0.5714285714285714,"=== SENTENCE 1 ===

REF: i feel **** lightheaded  when  i stand up
HYP: i feel like          im going to stand up
               I           S     S  S         

=== SUMMARY ===
number of sentences: 1
substitutions=3 deletions=0 insertions=1 hits=4

mer=50.00%
wil=71.43%
wip=28.57%
wer=57.14%
"
1249120_44259428_53172278.wav,I have a motivation since I woke up this morning. What could be the reason?,"I have a blurry vision since I woke up this morning, what could be the reason?",0.125,"=== SENTENCE 1 ===

REF: i have a     blurry vision since i woke up this morning what could be the reason
HYP: i have a motivation ****** since i woke up this morning what could be the reason
                       S      D                                                      

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=1 insertions=0 hits=14

mer=12.50%
wil=18.33%
wip=81.67%
wer=12.50%
"
1249120_44259428_58867514.wav,I took a long swing by it's influence the same skin problem.,I tried alot of cream but i still feel the same skin problem,0.6153846153846154,"=== SENTENCE 1 ===

REF: i tried alot   of cream but   i     still feel the same skin problem
HYP: i  took    a long swing  by its influence **** the same skin problem
           S    S    S     S   S   S         S    D                      

=== SUMMARY ===
number of sentences: 1
substitutions=7 deletions=1 insertions=0 hits=5

mer=61.54%
wil=83.97%
wip=16.03%
wer=61.54%
"
1249120_44259428_59884279.wav,I have applied efficient duty machine training in the pool.,"I have a blurry vision during my swimming training in the pool, why?",0.5384615384615384,"=== SENTENCE 1 ===

REF: i have       a    blurry vision  during my swimming training in the pool why
HYP: i have applied efficient   duty machine ** ******** training in the pool ***
                  S         S      S       S  D        D                        D

=== SUMMARY ===
number of sentences: 1
substitutions=4 deletions=3 insertions=0 hits=6

mer=53.85%
wil=72.31%
wip=27.69%
wer=53.85%
"
1249120_44259428_71308387.wav,"I am a nurse early, or a doctor, an angel or a child.","Annoyance starts suddenly, often after an injury or exercise.",1.2222222222222223,"=== SENTENCE 1 ===

REF: * ** * annoyance starts suddenly often  after an injury or * exercise
HYP: i am a     nurse  early       or     a doctor an  angel or a    child
     I  I I         S      S        S     S      S         S    I        S

=== SUMMARY ===
number of sentences: 1
substitutions=7 deletions=0 insertions=4 hits=2

mer=84.62%
wil=96.58%
wip=3.42%
wer=122.22%
"
1249120_44259428_75102963.wav,"I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I put my hand, I",I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,16.0,"=== SENTENCE 1 ===

REF: i cut my hand *   a couple   of days ago and although i *** didnt think i *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** ** **** * *** needed   it stitches  it hasnt closed up
HYP: i put my hand i put     my hand    i put  my     hand i put    my  hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put my hand i put     my hand        i put    my   hand  i
         S         I   S      S    S    S   S   S        S     I     S     S     I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I  I    I I   I      S    S        S   S     S      S  S

=== SUMMARY ===
number of sentences: 1
substitutions=17 deletions=0 insertions=335 hits=5

mer=98.60%
wil=99.68%
wip=0.32%
wer=1600.00%
"
1249120_44259428_77483299.wav,I have a preparation in winter or when it should go wide.,"I have a foot ache in winter, or when it feels cold, why?",0.38461538461538464,"=== SENTENCE 1 ===

REF: i have a        foot ache in winter or when it  feels cold  why
HYP: i have a preparation **** in winter or when it should   go wide
                        S    D                           S    S    S

=== SUMMARY ===
number of sentences: 1
substitutions=4 deletions=1 insertions=0 hits=8

mer=38.46%
wil=58.97%
wip=41.03%
wer=38.46%
"
1249120_44259428_82428785.wav,"The last one looking and wrong my neck, my glist. The wrong is so wide.",glass broken and wound my leg badly the wound is so wide,0.75,"=== SENTENCE 1 ===

REF: *** **** glass  broken and wound my **** leg badly the wound is so wide
HYP: the last   one looking and wrong my neck  my glist the wrong is so wide
       I    I     S       S         S       I   S     S         S           

=== SUMMARY ===
number of sentences: 1
substitutions=6 deletions=0 insertions=3 hits=6

mer=60.00%
wil=80.00%
wip=20.00%
wer=75.00%
"
1249120_44263136_107507771.wav,My son had a root canal and the dentist accidentally cut the inside of this cheek and now he will not heal.,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,0.09090909090909091,"=== SENTENCE 1 ===

REF: my son had a root canal and the dentist accidentally cut the inside of  his cheek and now it will not heal
HYP: my son had a root canal and the dentist accidentally cut the inside of this cheek and now he will not heal
                                                                               S                S              

=== SUMMARY ===
number of sentences: 1
substitutions=2 deletions=0 insertions=0 hits=20

mer=9.09%
wil=17.36%
wip=82.64%
wer=9.09%
"
1249120_44263136_13332887.wav,My knee touches and hurts when I first turn up after seeding.,My knee catches and hurts when I first stand up after sitting.,0.25,"=== SENTENCE 1 ===

REF: my knee catches and hurts when i first stand up after sitting
HYP: my knee touches and hurts when i first  turn up after seeding
                   S                            S                S

=== SUMMARY ===
number of sentences: 1
substitutions=3 deletions=0 insertions=0 hits=9

mer=25.00%
wil=43.75%
wip=56.25%
wer=25.00%
"
1249120_44263136_27728779.wav,I have a heart brain in my stomach.,i have a hard pain in my stomach,0.25,"=== SENTENCE 1 ===

REF: i have a  hard  pain in my stomach
HYP: i have a heart brain in my stomach
                  S     S              

=== SUMMARY ===
number of sentences: 1
substitutions=2 deletions=0 insertions=0 hits=6

mer=25.00%
wil=43.75%
wip=56.25%
wer=25.00%
"
1249120_44263136_34906231.wav,I have severe dry cough.,i have severe dry cough,0.0,"=== SUMMARY ===
number of sentences: 1
substitutions=0 deletions=0 insertions=0 hits=5

mer=0.00%
wil=0.00%
wip=100.00%
wer=0.00%
"
1249120_44263136_47696189.wav,The worst headache was during the hangover in my 20s. I sincerely thought I was going to die from a brain formation.,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.,0.19047619047619047,"=== SENTENCE 1 ===

REF: the worst headache was during   a hangover in my twenties i sincerely thought i was going to die from * brain inflammation
HYP: the worst headache was during the hangover in my      20s i sincerely thought i was going to die from a brain    formation
                                     S                       S                                             I                  S

=== SUMMARY ===
number of sentences: 1
substitutions=3 deletions=0 insertions=1 hits=18

mer=18.18%
wil=29.87%
wip=70.13%
wer=19.05%
"
1249120_44263136_83669979.wav,I hardly have enough strain to get up.,"I hardly have enough stength to get up,",0.125,"=== SENTENCE 1 ===

REF: i hardly have enough stength to get up
HYP: i hardly have enough  strain to get up
                                S          

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=0 insertions=0 hits=7

mer=12.50%
wil=23.44%
wip=76.56%
wer=12.50%
"
1249120_44263136_87409253.wav,Stereo lags are for the eye.,Sterilizer for the eye,0.75,"=== SENTENCE 1 ===

REF: ****** **** sterilizer for the eye
HYP: stereo lags        are for the eye
          I    I          S            

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=0 insertions=2 hits=3

mer=50.00%
wil=62.50%
wip=37.50%
wer=75.00%
"
1249120_44263136_94477614.wav,My shoulder aches when I try to lift 5 pounds.,My shoulder aches when I try to lift five pounds.,0.1,"=== SENTENCE 1 ===

REF: my shoulder aches when i try to lift five pounds
HYP: my shoulder aches when i try to lift    5 pounds
                                             S       

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=0 insertions=0 hits=9

mer=10.00%
wil=19.00%
wip=81.00%
wer=10.00%
"
1249120_44273314_93618448.wav,I have a hot pain in my stomach.,i have a hard pain in my stomach,0.125,"=== SENTENCE 1 ===

REF: i have a hard pain in my stomach
HYP: i have a  hot pain in my stomach
                 S                   

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=0 insertions=0 hits=7

mer=12.50%
wil=23.44%
wip=76.56%
wer=12.50%
"
1249120_44294866_102078306.wav,I should have been in my kneecop after working out.,I have shooting pain in my kneecap after working out.,0.4,"=== SENTENCE 1 ===

REF: i ****** have shooting pain in my kneecap after working out
HYP: i should have     been **** in my kneecop after working out
            I             S    D             S                  

=== SUMMARY ===
number of sentences: 1
substitutions=2 deletions=1 insertions=1 hits=7

mer=36.36%
wil=51.00%
wip=49.00%
wer=40.00%
"
1249120_44294866_103485284.wav,My daughter had her age brown 3D and it bullets on openings of skin in one of her browns that is no dirty and easy.,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,0.4166666666666667,"=== SENTENCE 1 ===

REF: my daughter had her *** eyebrows threaded and it  pulled an  opening of skin in one of her  brows that is now puffy and oozing
HYP: my daughter had her age    brown       3d and it bullets on openings of skin in one of her browns that is  no dirty and   easy
                           I        S        S              S  S        S                            S           S     S          S

=== SUMMARY ===
number of sentences: 1
substitutions=9 deletions=0 insertions=1 hits=15

mer=40.00%
wil=62.50%
wip=37.50%
wer=41.67%
"
1249120_44294866_15891095.wav,I have shorter pain when I try to carry my groceries.,I have shoulder pain when I try to carry my groceries.,0.09090909090909091,"=== SENTENCE 1 ===

REF: i have shoulder pain when i try to carry my groceries
HYP: i have  shorter pain when i try to carry my groceries
                   S                                      

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=0 insertions=0 hits=10

mer=9.09%
wil=17.36%
wip=82.64%
wer=9.09%
"
1249120_44294866_23003547.wav,I feel weak all over.,I feel weak all over.,0.0,"=== SUMMARY ===
number of sentences: 1
substitutions=0 deletions=0 insertions=0 hits=5

mer=0.00%
wil=0.00%
wip=100.00%
wer=0.00%
"
1249120_44294866_30296550.wav,The crush and sensation of my heart leave me rattle us.,The crushing sensation on my heart leaves me breathless.,0.6666666666666666,"=== SENTENCE 1 ===

REF: the ***** crushing sensation on my heart leaves me ****** breathless
HYP: the crush      and sensation of my heart  leave me rattle         us
             I        S            S               S         I          S

=== SUMMARY ===
number of sentences: 1
substitutions=4 deletions=0 insertions=2 hits=5

mer=54.55%
wil=74.75%
wip=25.25%
wer=66.67%
"
1249120_44294866_53414183.wav,I'm not God. I am feeling so cold.,I'm not good i'm feeling so cold,0.42857142857142855,"=== SENTENCE 1 ===

REF: im not *** good im feeling so cold
HYP: im not god    i am feeling so cold
              I    S  S                

=== SUMMARY ===
number of sentences: 1
substitutions=2 deletions=0 insertions=1 hits=5

mer=37.50%
wil=55.36%
wip=44.64%
wer=42.86%
"
1249120_44294866_72495478.wav,my head hurts when I'm doing this.,My head hurts when I'm doing this.,0.0,"=== SUMMARY ===
number of sentences: 1
substitutions=0 deletions=0 insertions=0 hits=7

mer=0.00%
wil=0.00%
wip=100.00%
wer=0.00%
"
1249120_44294866_73599319.wav,"When I force my eyes to be, I have really been so.",When I force my eyes to view I have blurry vision.,0.36363636363636365,"=== SENTENCE 1 ===

REF: when i force my eyes to view i have ****** blurry vision
HYP: when i force my eyes to   be i have really   been     so
                                S             I      S      S

=== SUMMARY ===
number of sentences: 1
substitutions=3 deletions=0 insertions=1 hits=8

mer=33.33%
wil=51.52%
wip=48.48%
wer=36.36%
"
1249120_44294866_90929031.wav,It is like a half a needle it push and throw my arm.,It is like I have a needle pushing through my heart.,0.6363636363636364,"=== SENTENCE 1 ===

REF: it is like i have a needle ** **** pushing through my heart
HYP: it is like a half a needle it push     and   throw my   arm
                S    S           I    I       S       S        S

=== SUMMARY ===
number of sentences: 1
substitutions=5 deletions=0 insertions=2 hits=6

mer=53.85%
wil=74.83%
wip=25.17%
wer=63.64%
"
1249120_44294866_96337692.wav,"When I bend over, I get to shoot and bang down my back.",When I bend over I get a shooting pain down my back,0.3333333333333333,"=== SENTENCE 1 ===

REF: when i bend over i get **     a shooting pain down my back
HYP: when i bend over i get to shoot      and bang down my back
                             I     S        S    S             

=== SUMMARY ===
number of sentences: 1
substitutions=3 deletions=0 insertions=1 hits=9

mer=30.77%
wil=48.08%
wip=51.92%
wer=33.33%
"
1249120_44323331_16235297.wav,"When I play football, I have joined it.",When I play football I have joint pain.,0.25,"=== SENTENCE 1 ===

REF: when i play football i have  joint pain
HYP: when i play football i have joined   it
                                      S    S

=== SUMMARY ===
number of sentences: 1
substitutions=2 deletions=0 insertions=0 hits=6

mer=25.00%
wil=43.75%
wip=56.25%
wer=25.00%
"
1249120_44323331_17693815.wav,I cannot bark because of the torch.,i can't breath because of  Cough,0.6666666666666666,"=== SENTENCE 1 ===

REF: i   cant breath because of *** cough
HYP: i cannot   bark because of the torch
            S      S              I     S

=== SUMMARY ===
number of sentences: 1
substitutions=3 deletions=0 insertions=1 hits=3

mer=57.14%
wil=78.57%
wip=21.43%
wer=66.67%
"
1249120_44323331_24602215.wav,There is pain in my head. I cannot bear pain.,There is pain in my joints. I can not bear pain,0.2727272727272727,"=== SENTENCE 1 ===

REF: there is pain in my joints i    can not bear pain
HYP: there is pain in my   head i cannot *** bear pain
                              S        S   D          

=== SUMMARY ===
number of sentences: 1
substitutions=2 deletions=1 insertions=0 hits=8

mer=27.27%
wil=41.82%
wip=58.18%
wer=27.27%
"
1249120_44323331_25847807.wav,My right shoulder clicks when I move my arm.,My right shoulder clicks when I move my arm.,0.0,"=== SUMMARY ===
number of sentences: 1
substitutions=0 deletions=0 insertions=0 hits=9

mer=0.00%
wil=0.00%
wip=100.00%
wer=0.00%
"
1249120_44323331_42291661.wav,I have a strong salami,i have a strong shoulder pain,0.3333333333333333,"=== SENTENCE 1 ===

REF: i have a strong shoulder pain
HYP: i have a strong   salami ****
                            S    D

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=1 insertions=0 hits=4

mer=33.33%
wil=46.67%
wip=53.33%
wer=33.33%
"
1249120_44323331_53313006.wav,"broke my ankle, wheel docking rock claiming in the operating",I broke my ankle while doing rock climbing in the Carpathians.,0.45454545454545453,"=== SENTENCE 1 ===

REF: i broke my ankle while   doing rock climbing in the carpathians
HYP: * broke my ankle wheel docking rock claiming in the   operating
     D                    S       S             S                  S

=== SUMMARY ===
number of sentences: 1
substitutions=4 deletions=1 insertions=0 hits=6

mer=45.45%
wil=67.27%
wip=32.73%
wer=45.45%
"
1249120_44323331_61837950.wav,I have been feeling very sad lately.,I've been feeling very sad lately,0.3333333333333333,"=== SENTENCE 1 ===

REF: *  ive been feeling very sad lately
HYP: i have been feeling very sad lately
     I    S                             

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=0 insertions=1 hits=5

mer=28.57%
wil=40.48%
wip=59.52%
wer=33.33%
"
1249120_44323331_63502960.wav,like they are in and needles streaking in my germs.,Feels like there are pins and needles sticking in my joints,0.45454545454545453,"=== SENTENCE 1 ===

REF: feels like there are pins and needles  sticking in my joints
HYP: ***** like  they are   in and needles streaking in my  germs
         D          S        S                     S            S

=== SUMMARY ===
number of sentences: 1
substitutions=4 deletions=1 insertions=0 hits=6

mer=45.45%
wil=67.27%
wip=32.73%
wer=45.45%
"
1249120_44323331_81893062.wav,I feel pain in my ears with tinnitus,I feel pain in my ears with tinnitus,0.0,"=== SUMMARY ===
number of sentences: 1
substitutions=0 deletions=0 insertions=0 hits=8

mer=0.00%
wil=0.00%
wip=100.00%
wer=0.00%
"
1249120_44323331_95219530.wav,I feel pain in my knee,i feel pain in my knee,0.0,"=== SUMMARY ===
number of sentences: 1
substitutions=0 deletions=0 insertions=0 hits=6

mer=0.00%
wil=0.00%
wip=100.00%
wer=0.00%
"
1249120_44323331_95484507.wav,"My son had you low up, that's me.",My son has a lot of acne.,0.8571428571428571,"=== SENTENCE 1 ===

REF: my son *** has   a lot    of acne
HYP: my son had you low  up thats   me
              I   S   S   S     S    S

=== SUMMARY ===
number of sentences: 1
substitutions=5 deletions=0 insertions=1 hits=2

mer=75.00%
wil=92.86%
wip=7.14%
wer=85.71%
"
1249120_44323331_95561004.wav,Oh and I go to sleep. I am feeling cold.,When I go to sleep I am feeling cold,0.2222222222222222,"=== SENTENCE 1 ===

REF: ** when i go to sleep i am feeling cold
HYP: oh  and i go to sleep i am feeling cold
      I    S                                

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=0 insertions=1 hits=8

mer=20.00%
wil=28.89%
wip=71.11%
wer=22.22%
"
1249120_44442354_52494335.wav,I can help and govern the cup of my angle.,I can't get a girlfriend because of my acne.,0.7777777777777778,"=== SENTENCE 1 ===

REF: i *** cant get      a girlfriend because of my  acne
HYP: i can help and govern        the     cup of my angle
         I    S   S      S          S       S           S

=== SUMMARY ===
number of sentences: 1
substitutions=6 deletions=0 insertions=1 hits=3

mer=70.00%
wil=90.00%
wip=10.00%
wer=77.78%
"
1249120_44259428_100658896.wav,I hop up and let it get in my head.,I have a dull ache in my head,0.75,"=== SENTENCE 1 ===

REF: i *** ** have   a dull ache in my head
HYP: i hop up  and let   it  get in my head
         I  I    S   S    S    S           

=== SUMMARY ===
number of sentences: 1
substitutions=4 deletions=0 insertions=2 hits=4

mer=60.00%
wil=80.00%
wip=20.00%
wer=75.00%
"
